Date, State/UT, cumulative confirmed count, cumulative Recovered count, cumulative death count, cumulative active count
12-May-20,LD,0,0,0,0
13-May-20,LD,0,0,0,0
14-May-20,LD,0,0,0,0
15-May-20,LD,0,0,0,0
16-May-20,LD,0,0,0,0
17-May-20,LD,0,0,0,0
18-May-20,LD,0,0,0,0
19-May-20,LD,0,0,0,0
20-May-20,LD,0,0,0,0
21-May-20,LD,0,0,0,0
22-May-20,LD,0,0,0,0
23-May-20,LD,0,0,0,0
24-May-20,LD,0,0,0,0
25-May-20,LD,0,0,0,0
14-Mar-20,LD,0,0,0,0
15-Mar-20,LD,0,0,0,0
16-Mar-20,LD,0,0,0,0
17-Mar-20,LD,0,0,0,0
18-Mar-20,LD,0,0,0,0
19-Mar-20,LD,0,0,0,0
20-Mar-20,LD,0,0,0,0
21-Mar-20,LD,0,0,0,0
22-Mar-20,LD,0,0,0,0
23-Mar-20,LD,0,0,0,0
24-Mar-20,LD,0,0,0,0
25-Mar-20,LD,0,0,0,0
26-Mar-20,LD,0,0,0,0
27-Mar-20,LD,0,0,0,0
28-Mar-20,LD,0,0,0,0
29-Mar-20,LD,0,0,0,0
30-Mar-20,LD,0,0,0,0
31-Mar-20,LD,0,0,0,0
1-Apr-20,LD,0,0,0,0
2-Apr-20,LD,0,0,0,0
3-Apr-20,LD,0,0,0,0
4-Apr-20,LD,0,0,0,0
5-Apr-20,LD,0,0,0,0
6-Apr-20,LD,0,0,0,0
7-Apr-20,LD,0,0,0,0
8-Apr-20,LD,0,0,0,0
9-Apr-20,LD,0,0,0,0
10-Apr-20,LD,0,0,0,0
11-Apr-20,LD,0,0,0,0
12-Apr-20,LD,0,0,0,0
13-Apr-20,LD,0,0,0,0
14-Apr-20,LD,0,0,0,0
15-Apr-20,LD,0,0,0,0
16-Apr-20,LD,0,0,0,0
17-Apr-20,LD,0,0,0,0
18-Apr-20,LD,0,0,0,0
19-Apr-20,LD,0,0,0,0
20-Apr-20,LD,0,0,0,0
21-Apr-20,LD,0,0,0,0
22-Apr-20,LD,0,0,0,0
23-Apr-20,LD,0,0,0,0
24-Apr-20,LD,0,0,0,0
25-Apr-20,LD,0,0,0,0
26-Apr-20,LD,0,0,0,0
27-Apr-20,LD,0,0,0,0
28-Apr-20,LD,0,0,0,0
29-Apr-20,LD,0,0,0,0
30-Apr-20,LD,0,0,0,0
1-May-20,LD,0,0,0,0
2-May-20,LD,0,0,0,0
3-May-20,LD,0,0,0,0
4-May-20,LD,0,0,0,0
5-May-20,LD,0,0,0,0
6-May-20,LD,0,0,0,0
7-May-20,LD,0,0,0,0
8-May-20,LD,0,0,0,0
9-May-20,LD,0,0,0,0
10-May-20,LD,0,0,0,0
11-May-20,LD,0,0,0,0
12-May-20,LD,0,0,0,0
13-May-20,LD,0,0,0,0
14-May-20,LD,0,0,0,0
15-May-20,LD,0,0,0,0
16-May-20,LD,0,0,0,0
17-May-20,LD,0,0,0,0
18-May-20,LD,0,0,0,0
19-May-20,LD,0,0,0,0
20-May-20,LD,0,0,0,0
21-May-20,LD,0,0,0,0
22-May-20,LD,0,0,0,0
23-May-20,LD,0,0,0,0
24-May-20,LD,0,0,0,0
25-May-20,LD,0,0,0,0
14-Mar-20,MP,0,0,0,0
15-Mar-20,MP,0,0,0,0
16-Mar-20,MP,0,0,0,0
17-Mar-20,MP,0,0,0,0
18-Mar-20,MP,0,0,0,0
19-Mar-20,MP,0,0,0,0
20-Mar-20,MP,4,0,0,4
21-Mar-20,MP,4,0,0,4
22-Mar-20,MP,6,0,0,6
23-Mar-20,MP,6,0,0,6
24-Mar-20,MP,7,0,0,7
25-Mar-20,MP,15,0,1,14
26-Mar-20,MP,20,0,1,19
27-Mar-20,MP,29,0,2,27
28-Mar-20,MP,39,0,2,37
29-Mar-20,MP,39,0,2,37
30-Mar-20,MP,47,0,4,43
31-Mar-20,MP,66,0,5,61
1-Apr-20,MP,98,0,6,92
2-Apr-20,MP,107,0,8,99
3-Apr-20,MP,154,0,8,146
4-Apr-20,MP,179,0,11,168
5-Apr-20,MP,193,3,13,177
6-Apr-20,MP,256,11,15,230
7-Apr-20,MP,290,21,21,248
8-Apr-20,MP,341,25,24,292
9-Apr-20,MP,411,25,33,353
10-Apr-20,MP,451,37,37,377
11-Apr-20,MP,529,38,41,450
12-Apr-20,MP,562,41,44,477
13-Apr-20,MP,614,51,51,512
14-Apr-20,MP,741,64,54,623
15-Apr-20,MP,938,64,54,820
16-Apr-20,MP,1164,70,56,1038
17-Apr-20,MP,1310,70,70,1170
18-Apr-20,MP,1402,127,70,1205
19-Apr-20,MP,1407,131,73,1203
20-Apr-20,MP,1485,138,77,1270
21-Apr-20,MP,1552,148,81,1323
22-Apr-20,MP,1587,152,81,1354
23-Apr-20,MP,1687,203,84,1400
24-Apr-20,MP,1846,210,93,1543
25-Apr-20,MP,1945,281,100,1564
26-Apr-20,MP,2090,302,104,1684
27-Apr-20,MP,2165,357,111,1697
28-Apr-20,MP,2387,373,121,1893
29-Apr-20,MP,2560,461,131,1968
30-Apr-20,MP,2625,482,138,2005
1-May-20,MP,2715,524,146,2045
2-May-20,MP,2788,624,152,2012
3-May-20,MP,2837,798,157,1882
4-May-20,MP,2942,856,166,1920
5-May-20,MP,3049,1000,177,1872
6-May-20,MP,3138,1099,186,1853
7-May-20,MP,3252,1231,194,1827
8-May-20,MP,3341,1349,201,1791
9-May-20,MP,3457,1480,212,1765
10-May-20,MP,3614,1676,216,1722
11-May-20,MP,3785,1747,222,1816
12-May-20,MP,3986,1860,226,1900
13-May-20,MP,4173,2004,233,1936
14-May-20,MP,4426,2171,238,2017
15-May-20,MP,4595,2283,240,2072
16-May-20,MP,4790,2315,244,2231
17-May-20,MP,4977,2403,249,2325
18-May-20,MP,5236,2435,253,2548
19-May-20,MP,5465,2631,259,2575
20-May-20,MP,5735,2734,268,2733
21-May-20,MP,5981,2844,272,2865
22-May-20,MP,6170,3089,273,2808
23-May-20,MP,6371,3267,282,2822
24-May-20,MP,6665,3408,291,2966
25-May-20,MP,6859,3571,301,2987
14-Mar-20,MP,0,0,0,0
15-Mar-20,MP,0,0,0,0
16-Mar-20,MP,0,0,0,0
17-Mar-20,MP,0,0,0,0
18-Mar-20,MP,0,0,0,0
19-Mar-20,MP,0,0,0,0
20-Mar-20,MP,4,0,0,4
21-Mar-20,MP,4,0,0,4
22-Mar-20,MP,6,0,0,6
23-Mar-20,MP,6,0,0,6
24-Mar-20,MP,7,0,0,7
25-Mar-20,MP,15,0,1,14
26-Mar-20,MP,20,0,1,19
27-Mar-20,MP,29,0,2,27
28-Mar-20,MP,39,0,2,37
29-Mar-20,MP,39,0,2,37
30-Mar-20,MP,47,0,4,43
31-Mar-20,MP,66,0,5,61
1-Apr-20,MP,98,0,6,92
2-Apr-20,MP,107,0,8,99
3-Apr-20,MP,154,0,8,146
4-Apr-20,MP,179,0,11,168
5-Apr-20,MP,193,3,13,177
6-Apr-20,MP,256,11,15,230
7-Apr-20,MP,290,21,21,248
8-Apr-20,MP,341,25,24,292
9-Apr-20,MP,411,25,33,353
10-Apr-20,MP,451,37,37,377
11-Apr-20,MP,529,38,41,450
12-Apr-20,MP,562,41,44,477
13-Apr-20,MP,614,51,51,512
14-Apr-20,MP,741,64,54,623
15-Apr-20,MP,938,64,54,820
16-Apr-20,MP,1164,70,56,1038
17-Apr-20,MP,1310,70,70,1170
18-Apr-20,MP,1402,127,70,1205
19-Apr-20,MP,1407,131,73,1203
20-Apr-20,MP,1485,138,77,1270
21-Apr-20,MP,1552,148,81,1323
22-Apr-20,MP,1587,152,81,1354
23-Apr-20,MP,1687,203,84,1400
24-Apr-20,MP,1846,210,93,1543
25-Apr-20,MP,1945,281,100,1564
26-Apr-20,MP,2090,302,104,1684
27-Apr-20,MP,2165,357,111,1697
28-Apr-20,MP,2387,373,121,1893
29-Apr-20,MP,2560,461,131,1968
30-Apr-20,MP,2625,482,138,2005
1-May-20,MP,2715,524,146,2045
2-May-20,MP,2788,624,152,2012
3-May-20,MP,2837,798,157,1882
4-May-20,MP,2942,856,166,1920
5-May-20,MP,3049,1000,177,1872
6-May-20,MP,3138,1099,186,1853
7-May-20,MP,3252,1231,194,1827
8-May-20,MP,3341,1349,201,1791
9-May-20,MP,3457,1480,212,1765
10-May-20,MP,3614,1676,216,1722
11-May-20,MP,3785,1747,222,1816
12-May-20,MP,3986,1860,226,1900
13-May-20,MP,4173,2004,233,1936
14-May-20,MP,4426,2171,238,2017
15-May-20,MP,4595,2283,240,2072
16-May-20,MP,4790,2315,244,2231
17-May-20,MP,4977,2403,249,2325
18-May-20,MP,5236,2435,253,2548
19-May-20,MP,5465,2631,259,2575
20-May-20,MP,5735,2734,268,2733
21-May-20,MP,5981,2844,272,2865
22-May-20,MP,6170,3089,273,2808
23-May-20,MP,6371,3267,282,2822
24-May-20,MP,6665,3408,291,2966
25-May-20,MP,6859,3571,301,2987
14-Mar-20,MP,0,0,0,0
15-Mar-20,MP,0,0,0,0
16-Mar-20,MP,0,0,0,0
17-Mar-20,MP,0,0,0,0
18-Mar-20,MP,0,0,0,0
19-Mar-20,MP,0,0,0,0
20-Mar-20,MP,4,0,0,4
21-Mar-20,MP,4,0,0,4
22-Mar-20,MP,6,0,0,6
23-Mar-20,MP,6,0,0,6
24-Mar-20,MP,7,0,0,7
25-Mar-20,MP,15,0,1,14
26-Mar-20,MP,20,0,1,19
27-Mar-20,MP,29,0,2,27
28-Mar-20,MP,39,0,2,37
29-Mar-20,MP,39,0,2,37
30-Mar-20,MP,47,0,4,43
31-Mar-20,MP,66,0,5,61
1-Apr-20,MP,98,0,6,92
2-Apr-20,MP,107,0,8,99
3-Apr-20,MP,154,0,8,146
4-Apr-20,MP,179,0,11,168
5-Apr-20,MP,193,3,13,177
6-Apr-20,MP,256,11,15,230
7-Apr-20,MP,290,21,21,248
8-Apr-20,MP,341,25,24,292
9-Apr-20,MP,411,25,33,353
10-Apr-20,MP,451,37,37,377
11-Apr-20,MP,529,38,41,450
12-Apr-20,MP,562,41,44,477
13-Apr-20,MP,614,51,51,512
14-Apr-20,MP,741,64,54,623
15-Apr-20,MP,938,64,54,820
16-Apr-20,MP,1164,70,56,1038
17-Apr-20,MP,1310,70,70,1170
18-Apr-20,MP,1402,127,70,1205
19-Apr-20,MP,1407,131,73,1203
20-Apr-20,MP,1485,138,77,1270
21-Apr-20,MP,1552,148,81,1323
22-Apr-20,MP,1587,152,81,1354
23-Apr-20,MP,1687,203,84,1400
24-Apr-20,MP,1846,210,93,1543
25-Apr-20,MP,1945,281,100,1564
26-Apr-20,MP,2090,302,104,1684
27-Apr-20,MP,2165,357,111,1697
28-Apr-20,MP,2387,373,121,1893
29-Apr-20,MP,2560,461,131,1968
30-Apr-20,MP,2625,482,138,2005
1-May-20,MP,2715,524,146,2045
2-May-20,MP,2788,624,152,2012
3-May-20,MP,2837,798,157,1882
4-May-20,MP,2942,856,166,1920
5-May-20,MP,3049,1000,177,1872
6-May-20,MP,3138,1099,186,1853
7-May-20,MP,3252,1231,194,1827
8-May-20,MP,3341,1349,201,1791
9-May-20,MP,3457,1480,212,1765
10-May-20,MP,3614,1676,216,1722
11-May-20,MP,3785,1747,222,1816
12-May-20,MP,3986,1860,226,1900
13-May-20,MP,4173,2004,233,1936
14-May-20,MP,4426,2171,238,2017
15-May-20,MP,4595,2283,240,2072
16-May-20,MP,4790,2315,244,2231
17-May-20,MP,4977,2403,249,2325
18-May-20,MP,5236,2435,253,2548
19-May-20,MP,5465,2631,259,2575
20-May-20,MP,5735,2734,268,2733
21-May-20,MP,5981,2844,272,2865
22-May-20,MP,6170,3089,273,2808
23-May-20,MP,6371,3267,282,2822
24-May-20,MP,6665,3408,291,2966
25-May-20,MP,6859,3571,301,2987
14-Mar-20,MH,14,0,0,14
15-Mar-20,MH,32,0,0,32
16-Mar-20,MH,38,0,0,38
17-Mar-20,MH,41,0,1,40
18-Mar-20,MH,44,0,1,43
19-Mar-20,MH,48,0,1,47
20-Mar-20,MH,52,0,1,51
21-Mar-20,MH,64,0,1,63
22-Mar-20,MH,74,0,2,72
23-Mar-20,MH,97,0,2,95
24-Mar-20,MH,107,0,2,105
25-Mar-20,MH,122,1,2,119
26-Mar-20,MH,125,1,3,121
27-Mar-20,MH,156,19,4,133
28-Mar-20,MH,186,25,6,155
29-Mar-20,MH,203,25,7,171
30-Mar-20,MH,220,39,9,172
31-Mar-20,MH,302,39,10,253
1-Apr-20,MH,335,39,13,283
2-Apr-20,MH,423,42,21,360
3-Apr-20,MH,487,50,26,411
4-Apr-20,MH,635,52,32,551
5-Apr-20,MH,747,56,45,646
6-Apr-20,MH,868,70,52,746
7-Apr-20,MH,1018,79,64,875
8-Apr-20,MH,1135,117,72,946
9-Apr-20,MH,1364,125,97,1142
10-Apr-20,MH,1574,188,109,1277
11-Apr-20,MH,1761,208,126,1427
12-Apr-20,MH,1982,217,148,1617
13-Apr-20,MH,2334,229,159,1946
14-Apr-20,MH,2680,259,177,2244
15-Apr-20,MH,2916,295,186,2435
16-Apr-20,MH,3201,300,193,2708
17-Apr-20,MH,3321,331,200,2790
18-Apr-20,MH,3648,365,210,3073
19-Apr-20,MH,4200,507,222,3471
20-Apr-20,MH,4666,572,231,3863
21-Apr-20,MH,5218,722,250,4246
22-Apr-20,MH,5649,789,268,4592
23-Apr-20,MH,6427,840,282,5305
24-Apr-20,MH,6817,957,300,5560
25-Apr-20,MH,7628,1076,322,6230
26-Apr-20,MH,8068,1188,341,6539
27-Apr-20,MH,8590,1282,368,6940
28-Apr-20,MH,9318,1388,399,7531
29-Apr-20,MH,9915,1593,431,7891
30-Apr-20,MH,10498,1773,458,8267
1-May-20,MH,11506,1879,484,9143
2-May-20,MH,12296,2000,520,9776
3-May-20,MH,12974,2115,547,10312
4-May-20,MH,14541,2465,582,11494
5-May-20,MH,15525,2819,616,12090
6-May-20,MH,16758,3094,650,13014
7-May-20,MH,17974,3301,693,13980
8-May-20,MH,19063,3470,730,14863
9-May-20,MH,20228,3800,778,15650
10-May-20,MH,22171,4199,831,17141
11-May-20,MH,23401,4786,867,17748
12-May-20,MH,24427,5125,920,18382
13-May-20,MH,25922,5547,974,19401
14-May-20,MH,27524,6089,1018,20417
15-May-20,MH,29100,6564,1067,21469
16-May-20,MH,30706,7088,1134,22484
17-May-20,MH,33053,7688,1197,24168
18-May-20,MH,35058,8437,1248,25373
19-May-20,MH,37136,9639,1324,26173
20-May-20,MH,39297,10318,1389,27590
21-May-20,MH,41642,11726,1453,28463
22-May-20,MH,44582,12583,1516,30483
23-May-20,MH,47190,13404,1576,32210
24-May-20,MH,50231,14600,1634,33997
25-May-20,MH,52667,15786,1694,35187
14-Mar-20,MH,14,0,0,14
15-Mar-20,MH,32,0,0,32
16-Mar-20,MH,38,0,0,38
17-Mar-20,MH,41,0,1,40
18-Mar-20,MH,44,0,1,43
19-Mar-20,MH,48,0,1,47
20-Mar-20,MH,52,0,1,51
21-Mar-20,MH,64,0,1,63
22-Mar-20,MH,74,0,2,72
23-Mar-20,MH,97,0,2,95
24-Mar-20,MH,107,0,2,105
25-Mar-20,MH,122,1,2,119
26-Mar-20,MH,125,1,3,121
27-Mar-20,MH,156,19,4,133
28-Mar-20,MH,186,25,6,155
29-Mar-20,MH,203,25,7,171
30-Mar-20,MH,220,39,9,172
31-Mar-20,MH,302,39,10,253
1-Apr-20,MH,335,39,13,283
2-Apr-20,MH,423,42,21,360
3-Apr-20,MH,487,50,26,411
4-Apr-20,MH,635,52,32,551
5-Apr-20,MH,747,56,45,646
6-Apr-20,MH,868,70,52,746
7-Apr-20,MH,1018,79,64,875
8-Apr-20,MH,1135,117,72,946
9-Apr-20,MH,1364,125,97,1142
10-Apr-20,MH,1574,188,109,1277
11-Apr-20,MH,1761,208,126,1427
12-Apr-20,MH,1982,217,148,1617
13-Apr-20,MH,2334,229,159,1946
14-Apr-20,MH,2680,259,177,2244
15-Apr-20,MH,2916,295,186,2435
16-Apr-20,MH,3201,300,193,2708
17-Apr-20,MH,3321,331,200,2790
18-Apr-20,MH,3648,365,210,3073
19-Apr-20,MH,4200,507,222,3471
20-Apr-20,MH,4666,572,231,3863
21-Apr-20,MH,5218,722,250,4246
22-Apr-20,MH,5649,789,268,4592
23-Apr-20,MH,6427,840,282,5305
24-Apr-20,MH,6817,957,300,5560
25-Apr-20,MH,7628,1076,322,6230
26-Apr-20,MH,8068,1188,341,6539
27-Apr-20,MH,8590,1282,368,6940
28-Apr-20,MH,9318,1388,399,7531
29-Apr-20,MH,9915,1593,431,7891
30-Apr-20,MH,10498,1773,458,8267
1-May-20,MH,11506,1879,484,9143
2-May-20,MH,12296,2000,520,9776
3-May-20,MH,12974,2115,547,10312
4-May-20,MH,14541,2465,582,11494
5-May-20,MH,15525,2819,616,12090
6-May-20,MH,16758,3094,650,13014
7-May-20,MH,17974,3301,693,13980
8-May-20,MH,19063,3470,730,14863
9-May-20,MH,20228,3800,778,15650
10-May-20,MH,22171,4199,831,17141
11-May-20,MH,23401,4786,867,17748
12-May-20,MH,24427,5125,920,18382
13-May-20,MH,25922,5547,974,19401
14-May-20,MH,27524,6089,1018,20417
15-May-20,MH,29100,6564,1067,21469
16-May-20,MH,30706,7088,1134,22484
17-May-20,MH,33053,7688,1197,24168
18-May-20,MH,35058,8437,1248,25373
19-May-20,MH,37136,9639,1324,26173
20-May-20,MH,39297,10318,1389,27590
21-May-20,MH,41642,11726,1453,28463
22-May-20,MH,44582,12583,1516,30483
23-May-20,MH,47190,13404,1576,32210
24-May-20,MH,50231,14600,1634,33997
25-May-20,MH,52667,15786,1694,35187
14-Mar-20,MH,14,0,0,14
15-Mar-20,MH,32,0,0,32
16-Mar-20,MH,38,0,0,38
17-Mar-20,MH,41,0,1,40
18-Mar-20,MH,44,0,1,43
19-Mar-20,MH,48,0,1,47
20-Mar-20,MH,52,0,1,51
21-Mar-20,MH,64,0,1,63
22-Mar-20,MH,74,0,2,72
23-Mar-20,MH,97,0,2,95
24-Mar-20,MH,107,0,2,105
25-Mar-20,MH,122,1,2,119
26-Mar-20,MH,125,1,3,121
27-Mar-20,MH,156,19,4,133
28-Mar-20,MH,186,25,6,155
29-Mar-20,MH,203,25,7,171
30-Mar-20,MH,220,39,9,172
31-Mar-20,MH,302,39,10,253
1-Apr-20,MH,335,39,13,283
2-Apr-20,MH,423,42,21,360
3-Apr-20,MH,487,50,26,411
4-Apr-20,MH,635,52,32,551
5-Apr-20,MH,747,56,45,646
6-Apr-20,MH,868,70,52,746
7-Apr-20,MH,1018,79,64,875
8-Apr-20,MH,1135,117,72,946
9-Apr-20,MH,1364,125,97,1142
10-Apr-20,MH,1574,188,109,1277
11-Apr-20,MH,1761,208,126,1427
12-Apr-20,MH,1982,217,148,1617
13-Apr-20,MH,2334,229,159,1946
14-Apr-20,MH,2680,259,177,2244
15-Apr-20,MH,2916,295,186,2435
16-Apr-20,MH,3201,300,193,2708
17-Apr-20,MH,3321,331,200,2790
18-Apr-20,MH,3648,365,210,3073
19-Apr-20,MH,4200,507,222,3471
20-Apr-20,MH,4666,572,231,3863
21-Apr-20,MH,5218,722,250,4246
22-Apr-20,MH,5649,789,268,4592
23-Apr-20,MH,6427,840,282,5305
24-Apr-20,MH,6817,957,300,5560
25-Apr-20,MH,7628,1076,322,6230
26-Apr-20,MH,8068,1188,341,6539
27-Apr-20,MH,8590,1282,368,6940
28-Apr-20,MH,9318,1388,399,7531
29-Apr-20,MH,9915,1593,431,7891
30-Apr-20,MH,10498,1773,458,8267
1-May-20,MH,11506,1879,484,9143
2-May-20,MH,12296,2000,520,9776
3-May-20,MH,12974,2115,547,10312
4-May-20,MH,14541,2465,582,11494
5-May-20,MH,15525,2819,616,12090
6-May-20,MH,16758,3094,650,13014
7-May-20,MH,17974,3301,693,13980
8-May-20,MH,19063,3470,730,14863
9-May-20,MH,20228,3800,778,15650
10-May-20,MH,22171,4199,831,17141
11-May-20,MH,23401,4786,867,17748
12-May-20,MH,24427,5125,920,18382
13-May-20,MH,25922,5547,974,19401
14-May-20,MH,27524,6089,1018,20417
15-May-20,MH,29100,6564,1067,21469
16-May-20,MH,30706,7088,1134,22484
17-May-20,MH,33053,7688,1197,24168
18-May-20,MH,35058,8437,1248,25373
19-May-20,MH,37136,9639,1324,26173
20-May-20,MH,39297,10318,1389,27590
21-May-20,MH,41642,11726,1453,28463
22-May-20,MH,44582,12583,1516,30483
23-May-20,MH,47190,13404,1576,32210
24-May-20,MH,50231,14600,1634,33997
25-May-20,MH,52667,15786,1694,35187
14-Mar-20,MN,0,0,0,0
15-Mar-20,MN,0,0,0,0
16-Mar-20,MN,0,0,0,0
17-Mar-20,MN,0,0,0,0
18-Mar-20,MN,0,0,0,0
19-Mar-20,MN,0,0,0,0
20-Mar-20,MN,0,0,0,0
21-Mar-20,MN,0,0,0,0
22-Mar-20,MN,0,0,0,0
23-Mar-20,MN,0,0,0,0
24-Mar-20,MN,1,0,0,1
25-Mar-20,MN,1,0,0,1
26-Mar-20,MN,1,0,0,1
27-Mar-20,MN,1,0,0,1
28-Mar-20,MN,1,0,0,1
29-Mar-20,MN,1,0,0,1
30-Mar-20,MN,1,0,0,1
31-Mar-20,MN,1,0,0,1
1-Apr-20,MN,1,0,0,1
2-Apr-20,MN,2,0,0,2
3-Apr-20,MN,2,0,0,2
4-Apr-20,MN,2,0,0,2
5-Apr-20,MN,2,0,0,2
6-Apr-20,MN,2,1,0,1
7-Apr-20,MN,2,1,0,1
8-Apr-20,MN,2,1,0,1
9-Apr-20,MN,2,1,0,1
10-Apr-20,MN,2,1,0,1
11-Apr-20,MN,2,1,0,1
12-Apr-20,MN,2,1,0,1
13-Apr-20,MN,2,1,0,1
14-Apr-20,MN,2,1,0,1
15-Apr-20,MN,2,1,0,1
16-Apr-20,MN,2,1,0,1
17-Apr-20,MN,2,1,0,1
18-Apr-20,MN,2,1,0,1
19-Apr-20,MN,2,1,0,1
20-Apr-20,MN,2,2,0,0
21-Apr-20,MN,2,2,0,0
22-Apr-20,MN,2,2,0,0
23-Apr-20,MN,2,2,0,0
24-Apr-20,MN,2,2,0,0
25-Apr-20,MN,2,2,0,0
26-Apr-20,MN,2,2,0,0
27-Apr-20,MN,2,2,0,0
28-Apr-20,MN,2,2,0,0
29-Apr-20,MN,2,2,0,0
30-Apr-20,MN,2,2,0,0
1-May-20,MN,2,2,0,0
2-May-20,MN,2,2,0,0
3-May-20,MN,2,2,0,0
4-May-20,MN,2,2,0,0
5-May-20,MN,2,2,0,0
6-May-20,MN,2,2,0,0
7-May-20,MN,2,2,0,0
8-May-20,MN,2,2,0,0
9-May-20,MN,2,2,0,0
10-May-20,MN,2,2,0,0
11-May-20,MN,2,2,0,0
12-May-20,MN,2,2,0,0
13-May-20,MN,2,2,0,0
14-May-20,MN,3,2,0,1
15-May-20,MN,3,2,0,1
16-May-20,MN,7,2,0,5
17-May-20,MN,7,2,0,5
18-May-20,MN,7,2,0,5
19-May-20,MN,9,2,0,7
20-May-20,MN,25,2,0,23
21-May-20,MN,25,2,0,23
22-May-20,MN,26,2,0,24
23-May-20,MN,27,2,0,25
24-May-20,MN,30,4,0,26
25-May-20,MN,34,4,0,30
14-Mar-20,MN,0,0,0,0
15-Mar-20,MN,0,0,0,0
16-Mar-20,MN,0,0,0,0
17-Mar-20,MN,0,0,0,0
18-Mar-20,MN,0,0,0,0
19-Mar-20,MN,0,0,0,0
20-Mar-20,MN,0,0,0,0
21-Mar-20,MN,0,0,0,0
22-Mar-20,MN,0,0,0,0
23-Mar-20,MN,0,0,0,0
24-Mar-20,MN,1,0,0,1
25-Mar-20,MN,1,0,0,1
26-Mar-20,MN,1,0,0,1
27-Mar-20,MN,1,0,0,1
28-Mar-20,MN,1,0,0,1
29-Mar-20,MN,1,0,0,1
30-Mar-20,MN,1,0,0,1
31-Mar-20,MN,1,0,0,1
1-Apr-20,MN,1,0,0,1
2-Apr-20,MN,2,0,0,2
3-Apr-20,MN,2,0,0,2
4-Apr-20,MN,2,0,0,2
5-Apr-20,MN,2,0,0,2
6-Apr-20,MN,2,1,0,1
7-Apr-20,MN,2,1,0,1
8-Apr-20,MN,2,1,0,1
9-Apr-20,MN,2,1,0,1
10-Apr-20,MN,2,1,0,1
11-Apr-20,MN,2,1,0,1
12-Apr-20,MN,2,1,0,1
13-Apr-20,MN,2,1,0,1
14-Apr-20,MN,2,1,0,1
15-Apr-20,MN,2,1,0,1
16-Apr-20,MN,2,1,0,1
17-Apr-20,MN,2,1,0,1
18-Apr-20,MN,2,1,0,1
19-Apr-20,MN,2,1,0,1
20-Apr-20,MN,2,2,0,0
21-Apr-20,MN,2,2,0,0
22-Apr-20,MN,2,2,0,0
23-Apr-20,MN,2,2,0,0
24-Apr-20,MN,2,2,0,0
25-Apr-20,MN,2,2,0,0
26-Apr-20,MN,2,2,0,0
27-Apr-20,MN,2,2,0,0
28-Apr-20,MN,2,2,0,0
29-Apr-20,MN,2,2,0,0
30-Apr-20,MN,2,2,0,0
1-May-20,MN,2,2,0,0
2-May-20,MN,2,2,0,0
3-May-20,MN,2,2,0,0
4-May-20,MN,2,2,0,0
5-May-20,MN,2,2,0,0
6-May-20,MN,2,2,0,0
7-May-20,MN,2,2,0,0
8-May-20,MN,2,2,0,0
9-May-20,MN,2,2,0,0
10-May-20,MN,2,2,0,0
11-May-20,MN,2,2,0,0
12-May-20,MN,2,2,0,0
13-May-20,MN,2,2,0,0
14-May-20,MN,3,2,0,1
15-May-20,MN,3,2,0,1
16-May-20,MN,7,2,0,5
17-May-20,MN,7,2,0,5
18-May-20,MN,7,2,0,5
19-May-20,MN,9,2,0,7
20-May-20,MN,25,2,0,23
21-May-20,MN,25,2,0,23
22-May-20,MN,26,2,0,24
23-May-20,MN,27,2,0,25
24-May-20,MN,30,4,0,26
25-May-20,MN,34,4,0,30
14-Mar-20,MN,0,0,0,0
15-Mar-20,MN,0,0,0,0
16-Mar-20,MN,0,0,0,0
17-Mar-20,MN,0,0,0,0
18-Mar-20,MN,0,0,0,0
19-Mar-20,MN,0,0,0,0
20-Mar-20,MN,0,0,0,0
21-Mar-20,MN,0,0,0,0
22-Mar-20,MN,0,0,0,0
23-Mar-20,MN,0,0,0,0
24-Mar-20,MN,1,0,0,1
25-Mar-20,MN,1,0,0,1
26-Mar-20,MN,1,0,0,1
27-Mar-20,MN,1,0,0,1
28-Mar-20,MN,1,0,0,1
29-Mar-20,MN,1,0,0,1
30-Mar-20,MN,1,0,0,1
31-Mar-20,MN,1,0,0,1
1-Apr-20,MN,1,0,0,1
2-Apr-20,MN,2,0,0,2
3-Apr-20,MN,2,0,0,2
4-Apr-20,MN,2,0,0,2
5-Apr-20,MN,2,0,0,2
6-Apr-20,MN,2,1,0,1
7-Apr-20,MN,2,1,0,1
8-Apr-20,MN,2,1,0,1
9-Apr-20,MN,2,1,0,1
10-Apr-20,MN,2,1,0,1
11-Apr-20,MN,2,1,0,1
12-Apr-20,MN,2,1,0,1
13-Apr-20,MN,2,1,0,1
14-Apr-20,MN,2,1,0,1
15-Apr-20,MN,2,1,0,1
16-Apr-20,MN,2,1,0,1
17-Apr-20,MN,2,1,0,1
18-Apr-20,MN,2,1,0,1
19-Apr-20,MN,2,1,0,1
20-Apr-20,MN,2,2,0,0
21-Apr-20,MN,2,2,0,0
22-Apr-20,MN,2,2,0,0
23-Apr-20,MN,2,2,0,0
24-Apr-20,MN,2,2,0,0
25-Apr-20,MN,2,2,0,0
26-Apr-20,MN,2,2,0,0
27-Apr-20,MN,2,2,0,0
28-Apr-20,MN,2,2,0,0
29-Apr-20,MN,2,2,0,0
30-Apr-20,MN,2,2,0,0
1-May-20,MN,2,2,0,0
2-May-20,MN,2,2,0,0
3-May-20,MN,2,2,0,0
